category,productStatus,image,_id,price,SKU,productCode,type,description,brand,stock,__v,createdAt,updatedAt
"normal","active","/products/product_placeholder.png","5cb674801156a35006620df6",45,"4252","4252","WOMEN REGULAR","MICHAEL KORS GOLD LUXE EDITION  3.4EDP","MICHAEL KORS",12,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620df7",32,"4253","4253","WOMEN REGULAR","GIVENCHY LIVE IRRESISTIBLE 1.7EDP","GIVENCHY",11,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620df8",40,"4254","4254","WOMEN REGULAR","VALENTINO VALENTINA ASSOLUTO 1.7EDP","VALENTINO",8,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620df9",45,"4256","4256","WOMEN REGULAR","GUERLAIN SAMSARA 3.3EDP","GUERLAIN",10,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620dfa",16,"4257","4257","WOMEN REGULAR","BVLGARI OMNIA CRYSTALLINE 0.8EDP","BVLGARI",10,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620dfb",28,"4258","4258","WOMEN REGULAR","VINCE CAMUTO BELLA 3.4EDP","VINCE CAMUTO",4,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620dfc",35,"4261","4261","WOMEN REGULAR","CHLOE 1.0EDP","CHLOE",6,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620dfd",12,"4264","4264","WOMEN MINI","JEAN PATOU SUBLIME 0.33EDP","JEAN PATOU",23,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620dfe",12,"4268","4268","WOMEN MINI","BVLGARI POUR FEMME 0.34EDP  RECHARGEABLE","BVLGARI",7,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620dff",1.5,"4271","4271","WOMEN BATH & BODY","HEAVEN SCENT D&G LIGHT BLUE OIL 10 ML UNBOX","HEAVEN SCENT",8,0,"2019-04-17T00:34:09.154Z","2019-04-17T00:34:09.154Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e00",20,"4272","4272","WOMEN MINI","BVLGARI JASMIN NOIR 0.5 EDP","BVLGARI",24,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e01",45,"4278","4278","WOMEN REGULAR","MARC JACOBS DAISY EAU SO FRESH KISS LIMITED EDITION 2.5EDT","MARC JACOBS",8,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e02",45,"4279","4279","WOMEN BATH & BODY","WOMAN BY RALPH 5.1 PERFUMED BODY CREAM","RALPH LAUREN",7,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e03",31.5,"4284","4284","WOMEN REGULAR","D&G  THE ONE  1.6EDT","DOLCE GABBANA",4,0,"2019-04-17T00:34:09.155Z","2019-04-30T18:28:49.522Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e04",30,"4311","4311","WOMEN REGULAR","BVLGARI AQVA DIVINA 2.2EDT","BVLGARI",6,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e05",9,"4312","4312","WOMEN MINI","COACH NEW YORK EDT MINIATURE","COACH",11,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e06",33,"4316","4316","WOMEN REGULAR","VERSACE VANITAS 1.7EDP","VERSACE",7,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e07",25,"4317","4317","WOMEN REGULAR","VERSACE BRIGHT CRYSTAL ABSOLU 1.0EDP","VERSACE",9,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e08",15,"4325","4325","WOMEN REGULAR","ESCADA PINK GRAFFITI 1.7EDT","ESCADA",8,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e09",10,"4339","4339","WOMEN REGULAR","ISLAND LIFE 1.7EDP","TOMMY BAHAMA",10,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e0a",14,"4340","4340","WOMEN REGULAR","PARIS HILTON GOLD RUSH 1.0EDP","PARIS HILTON",10,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e0b",10,"4343","4343","WOMEN REGULAR","PARIS HILTON HEIRESS 1.0EDP","PARIS HILTON",10,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e0c",11,"4350","4350","WOMEN MINISET","VERSACE EROS 2PC MINI 0.17EDP, 0.17EDT SPLASH","VERSACE",24,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e0d",12,"4358","4358","WOMEN REGULAR","GEMINA B FLOWER BLOSSOM 2.8EDP","GEMINA B",6,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e0e",12,"4359","4359","WOMEN REGULAR","GEMINA B LOVE PARIS 2.8EDP","GEMINA B",12,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e0f",13,"4360","4360","WOMEN REGULAR","GLENN PERRI MIDNIGHT ELEGANCE 3.OEDP","GLENN PERRI",10,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e10",6,"4364","4364","WOMEN MINI","SALVATORE FERRAGAMO SIGNORINA ELEGANZA 5ML MINI","SALVATORE FERRAGAMO",24,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e11",35,"4365","4365","WOMEN REGULAR","COACH NEW YORK  3.0EDT","COACH",4,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e12",50,"4367","4367","WOMEN REGULAR","MICHAEK KORS WONDERLUST SENSUAL ESSENCE 3.4EDP","MICHAEL KORS",12,0,"2019-04-17T00:34:09.155Z","2019-04-17T00:34:09.155Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e13",9,"4368","4368","WOMEN MINISET","SALVATORE FERRAGAMO EMOZIONE 2PC MINI EDP 5ML+1.0LOTION SEALED","SALVATORE FERRAGAMO",23,0,"2019-04-17T00:34:09.156Z","2019-04-17T00:34:09.156Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e14",30,"4369","4369","WOMEN REGULAR","MICHAEL KORS 24K BRILLIANT GOLD  1.0EDP","MICHAEL KORS",7,0,"2019-04-17T00:34:09.160Z","2019-04-17T00:34:09.160Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e15",26,"4370","4370","WOMEN REGULAR","D&G  POUR FEMME 0.84EDP","DOLCE GABBANA",9,0,"2019-04-17T00:34:09.160Z","2019-04-17T00:34:09.160Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e16",67,"4376","4376","WOMEN REGULAR","GUCCI BLOOM ACQUA DI FIORI 3.3EDT","GUCCI",12,0,"2019-04-17T00:34:09.160Z","2019-04-17T00:34:09.160Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e17",43,"4377","4377","WOMEN REGULAR","COACH NEW YORK FLORAL 3.0EDP","COACH",10,0,"2019-04-17T00:34:09.160Z","2019-04-17T00:34:09.160Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e18",15,"4392","4392","WOMEN REGULAR","VICTORIAS SECRET CRUSH 1.0EDP","VICTORIA SECRET",12,0,"2019-04-17T00:34:09.160Z","2019-04-17T00:34:09.160Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e19",15,"4393","4393","WOMEN REGULAR","VICTORIAS SECRET BOMBSHELL PARIS 1.0EDP","VICTORIA SECRET",10,0,"2019-04-17T00:34:09.160Z","2019-04-17T00:34:09.160Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e1a",24,"4396","4396","WOMEN REGULAR","VICTORIAS SECRET NIGHT 1.7EDP","VICTORIA SECRET",9,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e1b",24,"4397","4397","WOMEN REGULAR","VICTORIAS SECRET SCANDALOUS 1.7EDP","VICTORIA SECRET",12,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e1c",35,"4410","4410","WOMEN REGULAR","ENGLISH LAUNDRY SIGNATURE 1.7EDP","ENGLISH LAUNDRY",10,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e1d",35,"4412","4412","WOMEN REGULAR","ENGLISH LAUNDRY NOTTING HILL 1.7EDP","ENGLISH LAUNDRY",10,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e1e",4,"4413","4413","WOMEN MINI","BURBERRY BODY 0.15EDT SPLASH","BURBERRY",24,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e1f",3,"4414","4414","WOMEN MINI","BURBERRY BRIT RHYTHM FLORAL 0.17EDT SPLASH","BURBERRY",24,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e20",60,"4418","4418","WOMEN REGULAR","VERSACE DYLAN BLUE 3.4EDP","VERSACE",3,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e21",48,"4419","4419","WOMEN REGULAR","CHLOE NOMADE 1.7EDP","CHLOE",4,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e22",35,"4434","4434","WOMEN REGULAR","COACH NEW YORK FLORAL 1.7EDP","COACH",4,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e23",26,"4447","4447","WOMEN REGULAR","ARIANA GRANDE ARI  3.4EDP","ARIANA GRANDE",2,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e24",18,"4449","4449","WOMEN REGULAR","BURBERRY BRIT RHYTHM FLORAL 1.6EDT","BURBERRY",11,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e25",35,"4458","4458","WOMEN MINISET","BURBERRY COLLECTION 4PC 2*0.15 BODY + BURBERRY CLASSIC, 2*0.16 BRIT + BRIT SHEER SPLASH","BURBERRY",11,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e26",2.5,"4480","4480","WOMEN OFF BRANDS","VIVA LA VIDA  3.4EDT  EUROLUX","CLASSIC COLLECTION",2,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:40:22.358Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e27",40,"4483","4483","WOMEN REGULAR","ISSEY MIYAKE  FLORAL 3.0EDT","ISSEY MIYAKE",3,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e28",11,"4484","4484","WOMEN REGULAR","ELIZABETH ARDEN 5TH AVENUE 1.0EDP","ELIZABETH ARDEN",5,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e29",12,"4486","4486","WOMEN REGULAR","BRITNEY SPEARS CURIOUS 1.7EDP","BRITNEY SPEARS",6,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e2a",12,"4487","4487","WOMEN REGULAR","ONE DIRECTION OUR MOMENT 1.7EDP","ONE DIRECTION",6,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e2b",10,"4488","4488","WOMEN REGULAR","ONE DIRECTION OUR MOMENT 1.0EDP","ONE DIRECTION",4,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e2c",22,"4490","4490","WOMEN MINISET","VERSACE COLLECTION  3PC WOMEN YELLOW DIAMOND,BRIGHT CRYSTAL,&NOIR","VERSACE",8,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e2d",34,"4501","4501","WOMEN REGULAR","JUICY COUTURE VIVA LA JUICY GLACE 3.4EDP","JUICY COUTURE",3,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e2e",38,"4511","4511","WOMEN REGULAR","GUCCI GUILTY DIAMOND LIMITED EDITION 1.6EDT","GUCCI",11,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e2f",30,"4514","4514","WOMEN REGULAR","VICTORIAS SECRET VERY SEXY NOW 1.7EDP","VICTORIA SECRET",8,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e30",30,"4516","4516","WOMEN REGULAR","CK EUPHORIA ESSENCE  3.4EDP","CALVIN KLEIN",5,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e31",20,"4529","4529","WOMEN BATH & BODY","CHLOE LOVE STORY 6.7 PERFUMED BODY LOTION","CHLOE",12,0,"2019-04-17T00:34:09.161Z","2019-04-17T00:34:09.161Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e32",40,"4544","4544","WOMEN BATH & BODY","CHLOE PERFUMED BODY CREAM 5.0","CHLOE",9,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e33",30,"4551","4551","WOMEN REGULAR","CHLOE FLEUR 1.0EDP","CHLOE",10,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e34",75,"4569","4569","WOMEN REGULAR","BOTTEGA VENETA EAU FLORALE 2.5EDP","BOTTEGA VENETA",10,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e35",47,"4576","4576","WOMEN REGULAR","CACHAREL YES I AM 2.5EDP","CACHAREL",10,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e36",34,"4577","4577","WOMEN REGULAR","CACHAREL YES I AM 1.7EDP","CACHAREL",10,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e37",12,"4582","4582","WOMEN MINI","CHLOE LOVE STORY 10 ML EDP SPRAY","CHLOE",8,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e38",12,"4590","4590","WOMEN MINI","GIVENCHY L'ANGE NOIR EDT  15 ML","GIVENCHY",21,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e39",12,"4591","4591","WOMEN MINI","GIVENCHY LIVE IRRESYIBLE DELICIEUSE EDT  15 ML","GIVENCHY",18,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e3a",10,"4594","4594","WOMEN MINI","ISSEY MIYAKE PLEATS PLEATS LEAU 10 ML","ISSEY MIYAKE",12,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e3b",12,"4604","4604","WOMEN MINI","GIVENCHY DAHLIA DIVIN EDP  15 ML","GIVENCHY",24,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e3c",12,"4605","4605","WOMEN MINI","GIVENCHY DAHLIA DIVIN 15 ML EDT","GIVENCHY",23,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e3d",8,"4613","4613","WOMEN MINI","JUICY COUTURE 0.17 EDP","JUICY COUTURE",12,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e3e",7,"4614","4614","WOMEN MINI","EIZABETH ARDEN RED DOOR 0.33EDT","ELIZABETH ARDEN",20,0,"2019-04-17T00:34:09.162Z","2019-04-17T00:34:09.162Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e3f",0,"4621","4621","WOMEN REGULAR","GUCCI FLORA 1.0EDP","GUCCI",0,0,"2019-04-17T00:34:09.163Z","2019-04-17T16:22:42.194Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e41",46,"4631","4631","WOMEN REGULAR","GUERLAIN SHALIMAR 3.0EDP","GUERLAIN",3,0,"2019-04-17T00:34:09.163Z","2019-04-17T00:34:09.163Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e42",29,"4632","4632","WOMEN REGULAR","GUERLAIN SHALIMAR 1.6EDP","GUERLAIN",3,0,"2019-04-17T00:34:09.163Z","2019-04-17T00:34:09.163Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e43",55,"4633","4633","WOMEN REGULAR","AURA MUGLER 3.0EDP","THIERRY MUGLER",2,0,"2019-04-17T00:34:09.163Z","2019-04-30T19:30:59.143Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e44",36,"4635","4635","WOMEN MINISET","CAROLINA HERRERA 5 PC MINI CH,PRIVEE,212,212VIP ROSE,GOOD GIRL","CAROLINA HERRERA",36,0,"2019-04-17T00:34:09.163Z","2019-04-17T00:34:09.163Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e45",30,"4636","4636","WOMEN REGULAR","D&G  THE ONE 1.0EDP","DOLCE GABBANA",11,0,"2019-04-17T00:34:09.163Z","2019-04-30T18:27:14.747Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e46",40,"4637","4637","WOMEN REGULAR","LANCOME POEME 1.7EDP","LANCOME",12,0,"2019-04-17T00:34:09.163Z","2019-04-17T00:34:09.163Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e47",25,"4640","4640","WOMEN MINISET","TORY BURCH 2PC LOVE RELENTLESSY 0.2EDP, TORY BURCH 0.2EDP ROLLERBALL","TORY BURCH",21,0,"2019-04-17T00:34:09.163Z","2019-04-17T00:34:09.163Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e48",18,"4641","4641","WOMEN MINISET","VINCE CAMUTO 5*0.25 AMORE, FIORI, BELLA, CAPRI EDP SPLASH","VINCE CAMUTO",24,0,"2019-04-17T00:34:09.163Z","2019-04-17T00:34:09.163Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e49",25,"4653","4653","WOMEN MINI","JADORE MINI 10 ML","CHRISTIAN DIOR",9,0,"2019-04-17T00:34:09.163Z","2019-04-17T00:34:09.163Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e4a",30,"4661","4661","WOMEN REGULAR","MARC JACOBS DAISY DREAM 1.0EDT","MARC JACOBS",10,0,"2019-04-17T00:34:09.163Z","2019-04-17T00:34:09.163Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e4b",16,"4662","4662","WOMEN REGULAR","CK ETERNITY AQUA 1.0EDP","CALVIN KLEIN",6,0,"2019-04-17T00:34:09.163Z","2019-04-17T00:34:09.163Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e4c",28,"4664","4664","WOMEN REGULAR","COACH NEW YORK 1.7EDP","COACH",9,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e4d",43,"4665","4665","WOMEN REGULAR","GIVENCHY VERY IRRESISTIBLE LIMITED EDITION  2.5EDT","GIVENCHY",12,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e4e",25,"4669","4669","WOMEN REGULAR","HUGO BOSS FEMME L'EAU FRAICHE 1.0EDT","HUGO BOSS",6,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e4f",30,"4674","4674","WOMEN MINISET","NARCISO RODRIGUEZ 3PC MINI .33 X 3 MINI","NARCISO RODRIGUEZ",11,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e50",1.5,"4684","4684","WOMEN OIL ROLLON","GUCCI GUILTY OIL ROLL ON","HEAVEN SCENT",7,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e51",4,"4685","4685","WOMEN  VIALS","JADORE 0.03EDP  VIAL","CHRISTIAN DIOR",9,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e52",18,"4688","4688","WOMEN REGULAR","OSCAR DE LA RENTA VELVET 3.4EDP","OSCAR DE LA RENTA",11,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e53",9,"4691","4691","WOMEN REGULAR","ISSAC MIZRAHI EAU SO FABULOUS 1.0EDT","ISAAC MIZRAHI",11,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e54",36,"4696","4696","WOMEN MINISET","D&G  5PC MINI W GIFT SET","DOLCE GABBANA",11,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e55",30,"4703","4703","WOMEN MINISET","VERSACE 5PC WOMEN MINI DYLAN BLUE, EROS,CRYSTAL NOIR, BRIGHT CRYSTAL, YELLOW DIAMOND","VERSACE",36,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e56",38,"4704","4704","WOMEN MINISET","GUCCI 4PC WOMEN MINI 5ML GUCCI GUILTY, BAMBOO EDP,EDT, FLORA","GUCCI",24,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e57",42,"4705","4705","WOMEN REGULAR","MARC JACOBS DAISY LOVE 1.7EDT","MARC JACOBS",10,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e58",1.5,"4708","4708","WOMEN OIL ROLLON","HEAVEN SCENT BLACK OPIM OIL 12ML ROLEER","HEAVEN SCENT",8,0,"2019-04-17T00:34:09.164Z","2019-04-17T00:34:09.164Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e59",1.5,"4709","4709","WOMEN OIL ROLLON","HEAVEN SCENT CHANEL NO 5 12ML ROLLER","HEAVEN SCENT",4,0,"2019-04-17T00:34:09.165Z","2019-04-17T00:34:09.165Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e5a",1.5,"4710","4710","WOMEN OIL ROLLON","HEAVEN SCENT AMOR AMOR WOMEN OIL REGULAR 12ML","HEAVEN SCENT",14,0,"2019-04-17T00:34:09.165Z","2019-04-17T00:34:09.165Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e5b",18,"4722","4722","WOMEN REGULAR","PERRY ELLIS PORTFOLIO 3.4EDP","PERRY ELLIS",3,0,"2019-04-17T00:34:09.165Z","2019-04-17T00:34:09.165Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e5d",46,"4743","4743","WOMEN REGULAR","D&G  DOLCE  GARDEN 2.5EDP","DOLCE GABBANA",10,0,"2019-04-17T00:34:09.165Z","2019-04-17T00:34:09.165Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e5e",2.5,"4749","4749","WOMEN OFF BRANDS","SECRET PLUS AMANDA VERSION OF AMARIGE  3.4EDP OZ","SECRET PLUS",5,0,"2019-04-17T00:34:09.165Z","2019-04-17T00:34:09.165Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e5f",40,"4755","4755","WOMEN REGULAR","MARC JACOBS DAISY DREAM BLUSH 1.7EDT","MARC JACOBS",6,0,"2019-04-17T00:34:09.165Z","2019-04-17T00:34:09.165Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e60",55,"4767","4767","WOMEN REGULAR","YSL MON PARIS COUTURE 1.6EDP","YVES SAINT LAURENT",7,0,"2019-04-17T00:34:09.165Z","2019-04-17T00:34:09.165Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e61",39,"4771","4771","WOMEN REGULAR","BVLGARI OMNIA PINK SAPPHIRE 2.2EDT","BVLGARI",4,0,"2019-04-17T00:34:09.165Z","2019-04-17T00:34:09.165Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e62",25,"4783","4783","WOMEN REGULAR","MY BURBERRY BLUSH 1.0EDP","BURBERRY",10,0,"2019-04-17T00:34:09.165Z","2019-04-17T00:34:09.165Z"
"normal","active","/products/product_placeholder.png","5cb674801156a35006620e63",25,"4791","4791","WOMEN MINISET","TORY BURCH COFFRET 3PC BEL AZURE+RELENTLESSLY","TORY BURCH",23,0,"2019-04-17T00:34:09.166Z","2019-04-17T00:34:09.166Z"
